ms_subclass,lot_frontage,lot_area,mas_vnr_area,bedroom_abvgr,kitchen,garage_cars,yr_sold,total_bath,total_sf,porch_sf,has_porch,has_2fl,has_fireplace,has_extrms,ms_subclass^2,ms_subclass lot_frontage,ms_subclass lot_area,ms_subclass mas_vnr_area,ms_subclass bedroom_abvgr,ms_subclass kitchen,ms_subclass garage_cars,ms_subclass yr_sold,ms_subclass total_bath,ms_subclass total_sf,ms_subclass porch_sf,ms_subclass has_porch,ms_subclass has_2fl,ms_subclass has_fireplace,ms_subclass has_extrms,lot_frontage^2,lot_frontage lot_area,lot_frontage mas_vnr_area,lot_frontage bedroom_abvgr,lot_frontage kitchen,lot_frontage garage_cars,lot_frontage yr_sold,lot_frontage total_bath,lot_frontage total_sf,lot_frontage porch_sf,lot_frontage has_porch,lot_frontage has_2fl,lot_frontage has_fireplace,lot_frontage has_extrms,lot_area^2,lot_area mas_vnr_area,lot_area bedroom_abvgr,lot_area kitchen,lot_area garage_cars,lot_area yr_sold,lot_area total_bath,lot_area total_sf,lot_area porch_sf,lot_area has_porch,lot_area has_2fl,lot_area has_fireplace,lot_area has_extrms,mas_vnr_area^2,mas_vnr_area bedroom_abvgr,mas_vnr_area kitchen,mas_vnr_area garage_cars,mas_vnr_area yr_sold,mas_vnr_area total_bath,mas_vnr_area total_sf,mas_vnr_area porch_sf,mas_vnr_area has_porch,mas_vnr_area has_2fl,mas_vnr_area has_fireplace,mas_vnr_area has_extrms,bedroom_abvgr^2,bedroom_abvgr kitchen,bedroom_abvgr garage_cars,bedroom_abvgr yr_sold,bedroom_abvgr total_bath,bedroom_abvgr total_sf,bedroom_abvgr porch_sf,bedroom_abvgr has_porch,bedroom_abvgr has_2fl,bedroom_abvgr has_fireplace,bedroom_abvgr has_extrms,kitchen^2,kitchen garage_cars,kitchen yr_sold,kitchen total_bath,kitchen total_sf,kitchen porch_sf,kitchen has_porch,kitchen has_2fl,kitchen has_fireplace,kitchen has_extrms,garage_cars^2,garage_cars yr_sold,garage_cars total_bath,garage_cars total_sf,garage_cars porch_sf,garage_cars has_porch,garage_cars has_2fl,garage_cars has_fireplace,garage_cars has_extrms,yr_sold^2,yr_sold total_bath,yr_sold total_sf,yr_sold porch_sf,yr_sold has_porch,yr_sold has_2fl,yr_sold has_fireplace,yr_sold has_extrms,total_bath^2,total_bath total_sf,total_bath porch_sf,total_bath has_porch,total_bath has_2fl,total_bath has_fireplace,total_bath has_extrms,total_sf^2,total_sf porch_sf,total_sf has_porch,total_sf has_2fl,total_sf has_fireplace,total_sf has_extrms,porch_sf^2,porch_sf has_porch,porch_sf has_2fl,porch_sf has_fireplace,porch_sf has_extrms,has_porch^2,has_porch has_2fl,has_porch has_fireplace,has_porch has_extrms,has_2fl^2,has_2fl has_fireplace,has_2fl has_extrms,has_fireplace^2,has_fireplace has_extrms,has_extrms^2,lot_shape_IR2,lot_shape_IR3,lot_shape_Reg,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,land_slope_Mod,land_slope_Sev,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,exter_qual_Fa,exter_qual_Gd,exter_qual_TA,foundation_CBlock,foundation_PConc,foundation_Stone,central_air_Y,kitchen_qual_Fa,kitchen_qual_Gd,kitchen_qual_TA,garage_cond_Fa,garage_cond_Gd,garage_cond_Po,garage_cond_TA,paved_drive_P,paved_drive_Y
60.0,69.0,7655.0,0.0,3.0,1.0,2.0,2007.0,2.5,2545.0,374.0,1.0,1.0,0.0,1.0,3600.0,4140.0,459300.0,0.0,180.0,60.0,120.0,120420.0,150.0,152700.0,22440.0,60.0,60.0,0.0,60.0,4761.0,528195.0,0.0,207.0,69.0,138.0,138483.0,172.5,175605.0,25806.0,69.0,69.0,0.0,69.0,58599025.0,0.0,22965.0,7655.0,15310.0,15363585.0,19137.5,19481975.0,2862970.0,7655.0,7655.0,0.0,7655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6021.0,7.5,7635.0,1122.0,3.0,3.0,0.0,3.0,1.0,2.0,2007.0,2.5,2545.0,374.0,1.0,1.0,0.0,1.0,4.0,4014.0,5.0,5090.0,748.0,2.0,2.0,0.0,2.0,4028049.0,5017.5,5107815.0,750618.0,2007.0,2007.0,0.0,2007.0,6.25,6362.5,935.0,2.5,2.5,0.0,2.5,6477025.0,951830.0,2545.0,2545.0,0.0,2545.0,139876.0,374.0,374.0,0.0,374.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
70.0,60.0,10560.0,0.0,2.0,1.0,2.0,2010.0,1.5,2208.0,0.0,0.0,1.0,0.0,1.0,4900.0,4200.0,739200.0,0.0,140.0,70.0,140.0,140700.0,105.0,154560.0,0.0,0.0,70.0,0.0,70.0,3600.0,633600.0,0.0,120.0,60.0,120.0,120600.0,90.0,132480.0,0.0,0.0,60.0,0.0,60.0,111513600.0,0.0,21120.0,10560.0,21120.0,21225600.0,15840.0,23316480.0,0.0,0.0,10560.0,0.0,10560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4020.0,3.0,4416.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2010.0,1.5,2208.0,0.0,0.0,1.0,0.0,1.0,4.0,4020.0,3.0,4416.0,0.0,0.0,2.0,0.0,2.0,4040100.0,3015.0,4438080.0,0.0,0.0,2010.0,0.0,2010.0,2.25,3312.0,0.0,0.0,1.5,0.0,1.5,4875264.0,0.0,0.0,2208.0,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
60.0,60.0,7500.0,0.0,5.0,1.0,2.0,2007.0,3.5,3237.0,218.0,1.0,1.0,0.0,0.0,3600.0,3600.0,450000.0,0.0,300.0,60.0,120.0,120420.0,210.0,194220.0,13080.0,60.0,60.0,0.0,0.0,3600.0,450000.0,0.0,300.0,60.0,120.0,120420.0,210.0,194220.0,13080.0,60.0,60.0,0.0,0.0,56250000.0,0.0,37500.0,7500.0,15000.0,15052500.0,26250.0,24277500.0,1635000.0,7500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,10.0,10035.0,17.5,16185.0,1090.0,5.0,5.0,0.0,0.0,1.0,2.0,2007.0,3.5,3237.0,218.0,1.0,1.0,0.0,0.0,4.0,4014.0,7.0,6474.0,436.0,2.0,2.0,0.0,0.0,4028049.0,7024.5,6496659.0,437526.0,2007.0,2007.0,0.0,0.0,12.25,11329.5,763.0,3.5,3.5,0.0,0.0,10478169.0,705666.0,3237.0,3237.0,0.0,0.0,47524.0,218.0,218.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
60.0,69.0,9505.0,180.0,3.0,1.0,2.0,2010.0,2.5,2919.0,192.0,1.0,1.0,0.0,1.0,3600.0,4140.0,570300.0,10800.0,180.0,60.0,120.0,120600.0,150.0,175140.0,11520.0,60.0,60.0,0.0,60.0,4761.0,655845.0,12420.0,207.0,69.0,138.0,138690.0,172.5,201411.0,13248.0,69.0,69.0,0.0,69.0,90345025.0,1710900.0,28515.0,9505.0,19010.0,19105050.0,23762.5,27745095.0,1824960.0,9505.0,9505.0,0.0,9505.0,32400.0,540.0,180.0,360.0,361800.0,450.0,525420.0,34560.0,180.0,180.0,0.0,180.0,9.0,3.0,6.0,6030.0,7.5,8757.0,576.0,3.0,3.0,0.0,3.0,1.0,2.0,2010.0,2.5,2919.0,192.0,1.0,1.0,0.0,1.0,4.0,4020.0,5.0,5838.0,384.0,2.0,2.0,0.0,2.0,4040100.0,5025.0,5867190.0,385920.0,2010.0,2010.0,0.0,2010.0,6.25,7297.5,480.0,2.5,2.5,0.0,2.5,8520561.0,560448.0,2919.0,2919.0,0.0,2919.0,36864.0,192.0,192.0,0.0,192.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
85.0,69.0,10205.0,0.0,3.0,1.0,1.0,2006.0,2.0,1924.0,222.0,1.0,0.0,0.0,1.0,7225.0,5865.0,867425.0,0.0,255.0,85.0,85.0,170510.0,170.0,163540.0,18870.0,85.0,0.0,0.0,85.0,4761.0,704145.0,0.0,207.0,69.0,69.0,138414.0,138.0,132756.0,15318.0,69.0,0.0,0.0,69.0,104142025.0,0.0,30615.0,10205.0,10205.0,20471230.0,20410.0,19634420.0,2265510.0,10205.0,0.0,0.0,10205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,6018.0,6.0,5772.0,666.0,3.0,0.0,0.0,3.0,1.0,1.0,2006.0,2.0,1924.0,222.0,1.0,0.0,0.0,1.0,1.0,2006.0,2.0,1924.0,222.0,1.0,0.0,0.0,1.0,4024036.0,4012.0,3859544.0,445332.0,2006.0,0.0,0.0,2006.0,4.0,3848.0,444.0,2.0,0.0,0.0,2.0,3701776.0,427128.0,1924.0,0.0,0.0,1924.0,49284.0,222.0,0.0,0.0,222.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
120.0,45.0,4379.0,0.0,2.0,1.0,2.0,2007.0,3.0,2756.0,216.0,1.0,0.0,0.0,1.0,14400.0,5400.0,525480.0,0.0,240.0,120.0,240.0,240840.0,360.0,330720.0,25920.0,120.0,0.0,0.0,120.0,2025.0,197055.0,0.0,90.0,45.0,90.0,90315.0,135.0,124020.0,9720.0,45.0,0.0,0.0,45.0,19175641.0,0.0,8758.0,4379.0,8758.0,8788653.0,13137.0,12068524.0,945864.0,4379.0,0.0,0.0,4379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4014.0,6.0,5512.0,432.0,2.0,0.0,0.0,2.0,1.0,2.0,2007.0,3.0,2756.0,216.0,1.0,0.0,0.0,1.0,4.0,4014.0,6.0,5512.0,432.0,2.0,0.0,0.0,2.0,4028049.0,6021.0,5531292.0,433512.0,2007.0,0.0,0.0,2007.0,9.0,8268.0,648.0,3.0,0.0,0.0,3.0,7595536.0,595296.0,2756.0,0.0,0.0,2756.0,46656.0,216.0,0.0,0.0,216.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
190.0,65.0,7800.0,0.0,3.0,1.0,2.0,2006.0,2.0,1911.0,271.0,1.0,1.0,0.0,0.0,36100.0,12350.0,1482000.0,0.0,570.0,190.0,380.0,381140.0,380.0,363090.0,51490.0,190.0,190.0,0.0,0.0,4225.0,507000.0,0.0,195.0,65.0,130.0,130390.0,130.0,124215.0,17615.0,65.0,65.0,0.0,0.0,60840000.0,0.0,23400.0,7800.0,15600.0,15646800.0,15600.0,14905800.0,2113800.0,7800.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6018.0,6.0,5733.0,813.0,3.0,3.0,0.0,0.0,1.0,2.0,2006.0,2.0,1911.0,271.0,1.0,1.0,0.0,0.0,4.0,4012.0,4.0,3822.0,542.0,2.0,2.0,0.0,0.0,4024036.0,4012.0,3833466.0,543626.0,2006.0,2006.0,0.0,0.0,4.0,3822.0,542.0,2.0,2.0,0.0,0.0,3651921.0,517881.0,1911.0,1911.0,0.0,0.0,73441.0,271.0,271.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
90.0,92.0,12108.0,270.0,4.0,2.0,0.0,2008.0,2.0,2880.0,0.0,0.0,0.0,0.0,1.0,8100.0,8280.0,1089720.0,24300.0,360.0,180.0,0.0,180720.0,180.0,259200.0,0.0,0.0,0.0,0.0,90.0,8464.0,1113936.0,24840.0,368.0,184.0,0.0,184736.0,184.0,264960.0,0.0,0.0,0.0,0.0,92.0,146603664.0,3269160.0,48432.0,24216.0,0.0,24312864.0,24216.0,34871040.0,0.0,0.0,0.0,0.0,12108.0,72900.0,1080.0,540.0,0.0,542160.0,540.0,777600.0,0.0,0.0,0.0,0.0,270.0,16.0,8.0,0.0,8032.0,8.0,11520.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4016.0,4.0,5760.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032064.0,4016.0,5783040.0,0.0,0.0,0.0,0.0,2008.0,4.0,5760.0,0.0,0.0,0.0,0.0,2.0,8294400.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
20.0,70.0,7000.0,45.0,2.0,1.0,1.0,2007.0,1.0,2144.0,16.0,1.0,0.0,0.0,1.0,400.0,1400.0,140000.0,900.0,40.0,20.0,20.0,40140.0,20.0,42880.0,320.0,20.0,0.0,0.0,20.0,4900.0,490000.0,3150.0,140.0,70.0,70.0,140490.0,70.0,150080.0,1120.0,70.0,0.0,0.0,70.0,49000000.0,315000.0,14000.0,7000.0,7000.0,14049000.0,7000.0,15008000.0,112000.0,7000.0,0.0,0.0,7000.0,2025.0,90.0,45.0,45.0,90315.0,45.0,96480.0,720.0,45.0,0.0,0.0,45.0,4.0,2.0,2.0,4014.0,2.0,4288.0,32.0,2.0,0.0,0.0,2.0,1.0,1.0,2007.0,1.0,2144.0,16.0,1.0,0.0,0.0,1.0,1.0,2007.0,1.0,2144.0,16.0,1.0,0.0,0.0,1.0,4028049.0,2007.0,4303008.0,32112.0,2007.0,0.0,0.0,2007.0,1.0,2144.0,16.0,1.0,0.0,0.0,1.0,4596736.0,34304.0,2144.0,0.0,0.0,2144.0,256.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
50.0,64.0,13053.0,0.0,4.0,1.0,2.0,2008.0,1.5,2681.0,220.0,1.0,1.0,0.0,1.0,2500.0,3200.0,652650.0,0.0,200.0,50.0,100.0,100400.0,75.0,134050.0,11000.0,50.0,50.0,0.0,50.0,4096.0,835392.0,0.0,256.0,64.0,128.0,128512.0,96.0,171584.0,14080.0,64.0,64.0,0.0,64.0,170380809.0,0.0,52212.0,13053.0,26106.0,26210424.0,19579.5,34995093.0,2871660.0,13053.0,13053.0,0.0,13053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,8.0,8032.0,6.0,10724.0,880.0,4.0,4.0,0.0,4.0,1.0,2.0,2008.0,1.5,2681.0,220.0,1.0,1.0,0.0,1.0,4.0,4016.0,3.0,5362.0,440.0,2.0,2.0,0.0,2.0,4032064.0,3012.0,5383448.0,441760.0,2008.0,2008.0,0.0,2008.0,2.25,4021.5,330.0,1.5,1.5,0.0,1.5,7187761.0,589820.0,2681.0,2681.0,0.0,2681.0,48400.0,220.0,220.0,0.0,220.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
50.0,60.0,8400.0,0.0,4.0,1.0,2.0,2008.0,2.0,2875.0,470.0,1.0,1.0,0.0,1.0,2500.0,3000.0,420000.0,0.0,200.0,50.0,100.0,100400.0,100.0,143750.0,23500.0,50.0,50.0,0.0,50.0,3600.0,504000.0,0.0,240.0,60.0,120.0,120480.0,120.0,172500.0,28200.0,60.0,60.0,0.0,60.0,70560000.0,0.0,33600.0,8400.0,16800.0,16867200.0,16800.0,24150000.0,3948000.0,8400.0,8400.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,8.0,8032.0,8.0,11500.0,1880.0,4.0,4.0,0.0,4.0,1.0,2.0,2008.0,2.0,2875.0,470.0,1.0,1.0,0.0,1.0,4.0,4016.0,4.0,5750.0,940.0,2.0,2.0,0.0,2.0,4032064.0,4016.0,5773000.0,943760.0,2008.0,2008.0,0.0,2008.0,4.0,5750.0,940.0,2.0,2.0,0.0,2.0,8265625.0,1351250.0,2875.0,2875.0,0.0,2875.0,220900.0,470.0,470.0,0.0,470.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
20.0,50.0,6000.0,0.0,2.0,1.0,1.0,2008.0,1.0,1802.0,0.0,0.0,0.0,0.0,0.0,400.0,1000.0,120000.0,0.0,40.0,20.0,20.0,40160.0,20.0,36040.0,0.0,0.0,0.0,0.0,0.0,2500.0,300000.0,0.0,100.0,50.0,50.0,100400.0,50.0,90100.0,0.0,0.0,0.0,0.0,0.0,36000000.0,0.0,12000.0,6000.0,6000.0,12048000.0,6000.0,10812000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4016.0,2.0,3604.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,1.0,1802.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,1.0,1802.0,0.0,0.0,0.0,0.0,0.0,4032064.0,2008.0,3618416.0,0.0,0.0,0.0,0.0,0.0,1.0,1802.0,0.0,0.0,0.0,0.0,0.0,3247204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
50.0,69.0,6240.0,0.0,3.0,1.0,2.0,2007.0,2.5,2270.0,309.0,1.0,1.0,0.0,1.0,2500.0,3450.0,312000.0,0.0,150.0,50.0,100.0,100350.0,125.0,113500.0,15450.0,50.0,50.0,0.0,50.0,4761.0,430560.0,0.0,207.0,69.0,138.0,138483.0,172.5,156630.0,21321.0,69.0,69.0,0.0,69.0,38937600.0,0.0,18720.0,6240.0,12480.0,12523680.0,15600.0,14164800.0,1928160.0,6240.0,6240.0,0.0,6240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6021.0,7.5,6810.0,927.0,3.0,3.0,0.0,3.0,1.0,2.0,2007.0,2.5,2270.0,309.0,1.0,1.0,0.0,1.0,4.0,4014.0,5.0,4540.0,618.0,2.0,2.0,0.0,2.0,4028049.0,5017.5,4555890.0,620163.0,2007.0,2007.0,0.0,2007.0,6.25,5675.0,772.5,2.5,2.5,0.0,2.5,5152900.0,701430.0,2270.0,2270.0,0.0,2270.0,95481.0,309.0,309.0,0.0,309.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
20.0,141.0,31770.0,112.0,3.0,1.0,2.0,2010.0,2.0,2736.0,272.0,1.0,0.0,1.0,1.0,400.0,2820.0,635400.0,2240.0,60.0,20.0,40.0,40200.0,40.0,54720.0,5440.0,20.0,0.0,20.0,20.0,19881.0,4479570.0,15792.0,423.0,141.0,282.0,283410.0,282.0,385776.0,38352.0,141.0,0.0,141.0,141.0,1009332900.0,3558240.0,95310.0,31770.0,63540.0,63857700.0,63540.0,86922720.0,8641440.0,31770.0,0.0,31770.0,31770.0,12544.0,336.0,112.0,224.0,225120.0,224.0,306432.0,30464.0,112.0,0.0,112.0,112.0,9.0,3.0,6.0,6030.0,6.0,8208.0,816.0,3.0,0.0,3.0,3.0,1.0,2.0,2010.0,2.0,2736.0,272.0,1.0,0.0,1.0,1.0,4.0,4020.0,4.0,5472.0,544.0,2.0,0.0,2.0,2.0,4040100.0,4020.0,5499360.0,546720.0,2010.0,0.0,2010.0,2010.0,4.0,5472.0,544.0,2.0,0.0,2.0,2.0,7485696.0,744192.0,2736.0,0.0,2736.0,2736.0,73984.0,272.0,0.0,272.0,272.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
60.0,96.0,12474.0,272.0,3.0,1.0,3.0,2008.0,3.5,4014.0,330.0,1.0,1.0,0.0,1.0,3600.0,5760.0,748440.0,16320.0,180.0,60.0,180.0,120480.0,210.0,240840.0,19800.0,60.0,60.0,0.0,60.0,9216.0,1197504.0,26112.0,288.0,96.0,288.0,192768.0,336.0,385344.0,31680.0,96.0,96.0,0.0,96.0,155600676.0,3392928.0,37422.0,12474.0,37422.0,25047792.0,43659.0,50070636.0,4116420.0,12474.0,12474.0,0.0,12474.0,73984.0,816.0,272.0,816.0,546176.0,952.0,1091808.0,89760.0,272.0,272.0,0.0,272.0,9.0,3.0,9.0,6024.0,10.5,12042.0,990.0,3.0,3.0,0.0,3.0,1.0,3.0,2008.0,3.5,4014.0,330.0,1.0,1.0,0.0,1.0,9.0,6024.0,10.5,12042.0,990.0,3.0,3.0,0.0,3.0,4032064.0,7028.0,8060112.0,662640.0,2008.0,2008.0,0.0,2008.0,12.25,14049.0,1155.0,3.5,3.5,0.0,3.5,16112196.0,1324620.0,4014.0,4014.0,0.0,4014.0,108900.0,330.0,330.0,0.0,330.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
