ms_subclass,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,mas_vnr_area,exter_qual,foundation,central_air,bedroom_abvgr,kitchen,kitchen_qual,garage_cars,garage_cond,paved_drive,yr_sold,saleprice,total_bath,total_sf,porch_sf,has_porch,has_2fl,has_fireplace,has_extrms
20,90.0,15750,Reg,Lvl,FR3,Gtl,CollgCr,Feedr,1Fam,1Story,Gable,260.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2009,220000,3.0,2975.0,169,1,0,0,1
20,70.0,8050,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2007,127000,2.0,2056.0,152,1,0,0,0
75,35.0,6300,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,Gable,0.0,TA,CBlock,Y,3,1,TA,0.0,TA,Y,2008,128000,2.0,2226.0,425,1,1,0,1
30,30.0,5232,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,0.0,TA,BrkTil,N,2,1,TA,2.0,TA,N,2008,73000,1.0,1444.0,0,0,0,0,0
20,72.0,11846,IR1,HLS,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,562.0,Gd,PConc,Y,2,1,Ex,3.0,TA,Y,2006,374000,3.0,3584.0,255,1,0,0,1
60,130.0,16900,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,1110.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2008,421250,3.5,4128.0,60,1,1,0,1
60,69.0,9636,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2009,178000,2.5,2401.0,382,1,1,0,1
85,90.0,10012,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SFoyer,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2008,137500,3.0,2319.0,180,1,0,0,1
20,91.0,14303,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,Hip,554.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,301500,3.0,3973.0,298,1,0,0,1
70,43.0,5707,Reg,Bnk,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2009,105000,1.5,1825.0,425,1,1,0,1
20,78.0,9360,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Hip,203.0,TA,CBlock,Y,2,1,Gd,2.0,TA,Y,2006,157500,2.0,1952.0,94,1,0,0,0
50,40.0,5680,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,N,2,1,TA,1.0,TA,N,2007,117000,1.0,2183.0,77,1,1,0,1
20,70.0,7000,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2006,105000,1.5,1728.0,0,0,0,0,0
50,51.0,10480,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2008,115000,1.0,2703.0,0,0,0,0,1
20,95.0,11578,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,302.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2009,360000,2.0,3472.0,409,1,0,0,1
60,69.0,9130,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,2Story,Hip,252.0,TA,CBlock,Y,4,1,Gd,2.0,TA,Y,2008,173000,2.0,2432.0,40,1,1,0,1
30,60.0,10800,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,1,1,TA,1.0,TA,Y,2009,78500,1.5,1355.0,30,1,0,0,1
60,62.0,8244,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,183500,2.5,2560.0,148,1,1,0,1
20,60.0,6000,Reg,Bnk,Inside,Mod,OldTown,Norm,2fmCon,1Story,Gable,0.0,Fa,CBlock,N,2,1,TA,2.0,TA,Y,2009,93000,1.0,1872.0,144,1,0,0,0
120,69.0,3621,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,72.0,Gd,PConc,Y,2,1,Gd,3.0,TA,Y,2007,226500,3.0,2995.0,163,1,0,0,1
60,59.0,7837,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,TA,2.0,TA,Y,2009,178000,2.5,2370.0,40,1,1,0,1
20,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,167.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,226000,3.0,2932.0,173,1,0,0,1
60,70.0,10457,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,Gable,178.0,Gd,CBlock,Y,4,1,TA,2.0,TA,Y,2009,173000,1.5,2416.0,541,1,1,0,1
20,60.0,8281,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,62383,1.0,1728.0,236,1,0,0,0
60,67.0,14948,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,268.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2008,446261,3.5,4165.0,192,1,1,0,1
70,43.0,7000,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,Gd,1.0,TA,Y,2006,160000,2.0,2103.0,586,1,1,1,1
120,69.0,3940,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,24.0,Gd,PConc,Y,2,1,Gd,3.0,TA,Y,2008,219990,3.0,2969.0,163,1,0,0,1
20,93.0,9382,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,125.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,191000,2.0,2947.0,145,1,0,0,1
40,55.0,6854,Reg,Bnk,Inside,Mod,BrkSide,Norm,1Fam,1Story,Gable,0.0,TA,PConc,N,1,1,TA,1.0,TA,Y,2007,136500,2.0,1816.0,215,1,1,0,1
50,69.0,13837,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1.5Fin,Gable,178.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2006,229000,2.5,3387.0,0,0,1,0,1
60,80.0,9938,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,246.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,236000,3.5,2999.0,246,1,1,0,1
20,85.0,12633,IR1,HLS,Inside,Gtl,Timber,PosA,1Fam,1Story,Hip,242.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2007,392000,2.0,3648.0,304,1,0,0,1
70,57.0,6876,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2009,149000,3.0,2650.0,213,1,1,0,1
160,36.0,3951,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,0.0,Ex,PConc,Y,2,1,Ex,2.0,TA,Y,2008,345000,3.5,3363.0,184,1,1,0,1
70,62.0,9856,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,Hip,0.0,Gd,PConc,Y,5,1,TA,2.0,TA,Y,2006,169000,2.0,2730.0,239,1,1,0,1
20,84.0,17808,Reg,Lvl,Inside,Gtl,Edwards,Feedr,1Fam,1Story,Gable,0.0,TA,CBlock,N,2,1,TA,1.0,TA,N,2007,109900,1.0,1726.0,0,0,0,0,0
60,74.0,9627,Reg,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,Gable,94.0,TA,PConc,Y,3,1,TA,3.0,TA,Y,2006,188000,2.5,2996.0,238,1,1,0,1
50,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2009,132500,1.0,2192.0,45,1,1,0,0
20,65.0,9757,Reg,Low,Inside,Mod,CollgCr,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,TA,1.0,TA,Y,2009,143000,2.0,1980.0,158,1,0,0,0
20,58.0,9280,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2007,125000,2.0,2684.0,0,0,0,0,1
20,120.0,14780,IR1,HLS,Corner,Mod,NridgHt,Norm,1Fam,1Story,Hip,568.0,Ex,PConc,Y,2,1,Ex,3.0,TA,Y,2006,415000,3.0,3736.0,566,1,0,0,1
70,60.0,7740,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2010,125500,1.0,1985.0,168,1,1,0,1
20,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Hip,183.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,139000,3.0,2872.0,289,1,0,0,1
60,97.0,13478,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,420.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2009,451950,3.5,4018.0,656,1,1,0,1
90,65.0,10926,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Hip,74.0,TA,CBlock,Y,6,2,TA,0.0,TA,Y,2009,119900,2.0,3356.0,0,0,0,0,1
20,69.0,6853,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,136.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2009,220000,3.0,2563.0,217,1,0,0,1
20,85.0,10667,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,302.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,167300,2.0,3174.0,44,1,0,0,1
50,45.0,8212,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,122000,1.0,2018.0,84,1,1,1,1
90,70.0,9100,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1Story,Gable,336.0,TA,CBlock,Y,6,2,TA,2.0,TA,Y,2006,125000,3.0,3456.0,0,0,0,0,1
20,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2008,112500,1.0,1856.0,0,0,0,0,0
60,78.0,9316,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,191000,2.5,2674.0,275,1,1,0,1
20,75.0,9464,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,135.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2008,136000,1.0,2160.0,130,1,0,0,0
60,80.0,10400,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,Gd,2.0,TA,Y,2009,197900,2.5,2645.0,234,1,1,0,1
50,59.0,5310,Reg,Lvl,Corner,Gtl,OldTown,Feedr,1Fam,1.5Fin,Hip,0.0,TA,CBlock,Y,2,1,Gd,1.0,TA,Y,2006,117000,1.0,2120.0,394,1,1,0,1
20,64.0,7406,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,84.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2006,194000,3.0,2419.0,159,1,0,0,1
120,69.0,4538,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,179.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2008,285000,2.5,2620.0,322,1,0,0,1
190,62.0,10106,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,Gable,0.0,TA,BrkTil,Y,4,2,TA,0.0,TA,Y,2008,127500,3.0,1999.0,140,1,1,0,0
60,69.0,13346,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,4,1,Gd,2.0,TA,Y,2006,268000,3.5,3390.0,40,1,1,0,1
70,57.0,9639,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2Story,Gable,0.0,TA,PConc,Y,4,1,TA,2.0,TA,N,2007,137000,2.5,2873.0,160,1,1,0,1
20,69.0,15387,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,4,1,Gd,2.0,TA,Y,2008,215000,2.0,3240.0,254,1,0,0,1
20,75.0,10050,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,129500,2.0,2432.0,0,0,0,0,0
50,69.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2006,115000,1.0,2240.0,314,1,1,0,1
50,45.0,7506,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,PConc,Y,3,1,TA,1.0,TA,N,2008,114000,1.0,1906.0,180,1,1,0,0
20,69.0,8900,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,107000,2.0,2112.0,42,1,0,0,1
50,80.0,8480,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2008,118500,1.0,2048.0,260,1,1,0,1
50,50.0,6000,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2008,120000,1.0,2020.0,112,1,1,0,0
20,74.0,8847,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,148.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,260000,3.0,3076.0,186,1,0,0,1
20,69.0,8050,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,150.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,136000,2.0,2286.0,0,0,0,0,1
20,70.0,8294,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,4.0,TA,Y,2007,123000,1.0,1730.0,0,0,0,0,0
50,69.0,7920,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,Fa,0.0,TA,N,2008,89500,1.0,1725.0,144,1,1,0,1
20,100.0,18494,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,199500,2.0,2648.0,59,1,0,0,1
20,69.0,7162,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,41.0,TA,PConc,Y,3,1,TA,1.0,TA,Y,2008,109900,1.0,1780.0,0,0,0,0,1
70,53.0,10918,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gambrel,0.0,Gd,BrkTil,Y,3,1,Gd,1.0,TA,Y,2009,234000,1.5,3356.0,145,1,1,1,1
120,37.0,4435,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,169.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2006,155900,2.0,1696.0,140,1,0,0,0
50,69.0,11250,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,5,1,TA,1.0,TA,Y,2009,161500,2.0,2892.0,120,1,1,1,1
20,69.0,14375,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,SLvl,Gable,541.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2009,137500,1.5,2163.0,351,1,0,0,1
190,100.0,9045,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,Gable,0.0,TA,BrkTil,N,4,2,Fa,0.0,TA,N,2010,76500,2.0,3096.0,36,1,1,0,1
60,97.0,10029,IR1,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,2Story,Gable,268.0,Gd,PConc,Y,4,1,TA,2.0,TA,Y,2007,211000,3.0,3211.0,420,1,1,0,1
120,34.0,4060,Reg,Lvl,Inside,Gtl,NAmes,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,181000,3.0,2742.0,212,1,0,0,1
80,82.0,9020,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,183.0,TA,CBlock,Y,3,1,TA,2.0,Gd,Y,2008,174900,2.5,2292.0,129,1,0,0,1
80,96.0,11777,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Gable,97.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,164500,2.0,2484.0,468,1,0,1,1
20,70.0,10171,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,168.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,214000,2.0,3052.0,0,0,0,0,1
60,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Gable,280.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2008,185000,2.5,2782.0,101,1,1,0,1
50,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,PConc,Y,2,1,TA,1.0,TA,Y,2008,123000,1.5,1840.0,445,1,1,0,1
85,69.0,12150,IR1,Bnk,CulDSac,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,0.0,TA,CBlock,Y,2,1,Gd,2.0,TA,Y,2007,183500,3.0,2300.0,306,1,0,0,1
160,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,456.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2007,174000,2.5,2217.0,206,1,1,0,1
20,69.0,22692,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,P,2007,130000,2.0,2703.0,64,1,0,0,1
70,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,Ex,2.0,TA,Y,2006,178000,2.0,2369.0,234,1,1,0,1
60,74.0,13830,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2010,189900,2.5,2557.0,246,1,1,0,1
120,69.0,4435,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,170.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2009,144000,2.0,1696.0,140,1,0,0,1
30,69.0,5890,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,0.0,Gd,BrkTil,Y,2,1,TA,1.0,TA,Y,2008,120500,1.0,1632.0,96,1,0,0,1
20,112.0,10859,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2009,145000,1.5,2194.0,456,1,0,0,1
120,41.0,5330,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,2,1,Ex,2.0,TA,Y,2007,251000,3.0,3146.0,144,1,0,0,1
90,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,Hip,0.0,TA,CBlock,N,4,2,TA,0.0,TA,Y,2010,136500,2.0,3536.0,0,0,0,0,1
120,80.0,10307,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Gable,176.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2009,212500,3.0,2708.0,218,1,0,0,1
120,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Twnhs,1Story,Hip,116.0,TA,PConc,Y,2,1,TA,2.0,TA,Y,2006,164000,3.0,2432.0,125,1,0,0,1
50,75.0,9060,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,327.0,TA,CBlock,Y,4,1,Gd,1.0,TA,Y,2006,139000,2.0,2605.0,21,1,1,0,0
160,24.0,2160,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,212.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,160000,3.5,1852.0,48,1,1,0,0
85,70.0,7669,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,0.0,TA,PConc,Y,2,1,TA,2.0,TA,Y,2009,149000,2.0,1711.0,132,1,0,0,1
20,62.0,9858,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,130000,2.0,1738.0,33,1,0,0,0
70,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,TA,2.0,TA,Y,2010,140000,2.0,2286.0,87,1,1,0,1
20,65.0,8125,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,Hip,288.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,264500,2.0,3672.0,175,1,0,0,1
20,69.0,14850,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,141000,2.0,2184.0,390,1,0,0,1
120,35.0,4274,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2007,199900,2.5,2482.0,116,1,0,0,1
20,80.0,9650,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,360.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2009,167900,2.5,2684.0,16,1,0,0,1
20,69.0,14585,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,Gable,85.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2007,181900,1.5,2573.0,326,1,0,1,1
20,75.0,9000,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,36.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,262500,3.0,3132.0,312,1,0,0,1
60,69.0,13774,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Hip,283.0,TA,PConc,Y,4,1,Gd,2.0,TA,Y,2009,230000,2.0,3196.0,549,1,1,1,1
120,50.0,5119,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,60.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,328900,3.0,3407.0,162,1,0,0,1
20,71.0,9254,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,210.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,232698,3.0,3442.0,195,1,0,0,1
20,95.0,10324,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,140.0,Gd,PConc,Y,2,1,Gd,3.0,TA,Y,2009,221800,3.0,2508.0,260,1,0,0,1
50,63.0,8375,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,2,1,Gd,3.0,TA,N,2008,152400,2.5,1926.0,0,0,1,0,1
20,75.0,9750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,171.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,213000,2.0,3260.0,308,1,0,0,1
60,74.0,7632,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,96.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,184900,2.5,2369.0,177,1,1,0,1
190,90.0,15750,Reg,Lvl,Corner,Gtl,Crawfor,Norm,2fmCon,1Story,Hip,56.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,157000,2.0,2501.0,0,0,0,1,1
20,69.0,9240,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2006,144000,1.0,2075.0,161,1,0,0,1
20,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,253.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2007,192350,3.0,2612.0,381,1,0,0,1
20,80.0,8800,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,202.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,163500,2.5,2374.0,0,0,0,0,1
60,86.0,11839,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Hip,99.0,TA,PConc,Y,4,1,Gd,2.0,TA,Y,2008,262280,3.5,3804.0,313,1,1,0,1
20,70.0,9135,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,113.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,214000,3.0,3072.0,266,1,0,0,1
20,90.0,14115,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,2,1,Ex,2.0,TA,Y,2006,230000,1.0,2884.0,280,1,0,0,1
60,109.0,14154,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,350.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2007,280000,2.5,3235.0,254,1,1,0,1
20,65.0,6565,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,140000,2.0,2146.0,444,1,0,0,1
60,70.0,7700,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,Gable,351.0,TA,CBlock,Y,4,1,TA,2.0,TA,Y,2010,155000,1.5,2595.0,340,1,1,0,1
50,63.0,4761,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Unf,Gable,0.0,Fa,BrkTil,N,2,1,Fa,0.0,TA,N,2006,64500,1.0,2040.0,105,1,0,0,1
60,87.0,12361,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,Gable,85.0,Gd,PConc,Y,3,1,Gd,4.0,TA,Y,2010,218000,3.0,2748.0,542,1,1,0,1
80,72.0,9720,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,Gable,51.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,160000,2.0,2004.0,0,0,0,0,1
20,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,208900,2.0,2676.0,141,1,0,0,1
